"Player_Name","Nation","Position_1","Position_2","Team_Name","Age","Birth_Year","Matches_Played_By_Player","Player_Starts","Player_Minutes_Played","Gls_By_Player","Ast_By_Player","PK_By_Player","Pkatt_By_Player","CrdY_By_Player","CrdR_By_Player","Season_Year","Player_SH","Player_SoT","Player_FK","Player_KP_Ast","Player_Total_Cmp_Passes","Player_Total_Att_Passes","Player_Short_Cmp_Passes","Player_Short_Att_Passes","Player_Medium_Cmp_Passes","Player_Medium_Att_Passes","Player_Long_Cmp_Passes","Player_Long_Att_Passes","Player_Passes_Left_Foot","Player_Passes_Right_Foot","Player_Passes_Through_Ball","Player_Passes_FK","Corner_Kicks","Thrown_Ins","Passes_Into_Final_Third","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","X2CrdY","Fls_Committed","Fld_Drawn","Offside","Crosses","TklW","Interception","PKwon","PKcon","OG","Succ_Dribbles","Att_Dribbles","Succ_Players_Dribbled_Past","Nutmegs","Dribblers_Tkl","Dribblers_Att_tkl","Dribbled_Past_By_Opp","Season_End_Team_Ranking","Team_MP","Team_Wins","Team_Ties","Team_Losses","Team_GF","Team_GA","Team_Season_End_Pts","Audience_Attendance"
"Antonio Barreca\Antonio-Barreca","ITA","DF",NA,"Newcastle Utd",23,1995,1,0,4,0,0,0,0,0,0,"2018-19",0,0,0,0,1,3,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,38,12,9,17,42,48,45,"51,121"
"Michy Batshuayi\Michy-Batshuayi","BEL","FW",NA,"Crystal Palace",24,1993,11,9,756,5,0,0,0,0,0,"2018-19",26,10,0,1,111,162,5,15,90,121,16,26,44,96,0,0,0,0,5,2,0,0,7,2,13,1,1,3,0,0,0,13,19,14,0,2,5,3,12,38,14,7,17,51,53,49,"25,455"
"Jan Bednarek\Jan-Bednarek","POL","DF",NA,"Southampton",22,1996,25,24,2150,0,1,0,0,7,0,"2018-19",6,1,0,7,591,849,6,15,423,534,162,300,101,560,20,1,0,55,53,2,0,0,22,7,0,1,28,64,0,0,0,2,3,2,0,43,61,18,16,38,9,12,17,45,65,39,"30,139"
"Asmir Begovi?\Asmir-Begovic","BIH","GK",NA,"Bournemouth",31,1987,24,24,2160,0,0,0,0,0,0,"2018-19",0,0,0,0,431,633,0,0,189,189,242,444,77,414,70,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,38,13,6,19,56,70,45,"10,532"
"HÇctor Beller°n\Hector-Bellerin","ESP","DF",NA,"Arsenal",23,1995,19,18,1533,0,5,0,0,3,0,"2018-19",18,4,0,9,794,947,11,33,665,747,118,167,99,668,6,6,0,125,48,12,0,0,16,7,2,39,9,18,0,0,1,19,23,19,1,13,24,11,5,38,21,7,10,73,51,70,"59,899"
"Joe Bennett\Joe-Bennett",NA,"DF",NA,"Cardiff City",28,1990,30,30,2641,0,1,0,0,5,0,"2018-19",10,3,3,13,640,947,10,39,505,643,125,265,619,34,33,0,1,198,75,14,9,0,21,35,1,43,27,57,0,0,0,24,30,27,0,50,72,22,18,38,10,4,24,34,69,34,"31,408"
"Ryan Bennett\Ryan-Bennett",NA,"DF",NA,"Wolves",28,1990,34,34,3060,1,0,0,0,12,0,"2018-19",15,3,0,5,1095,1387,13,20,747,852,335,515,139,1031,15,1,0,52,97,2,0,0,37,11,1,1,36,46,0,2,0,1,1,1,0,68,79,11,7,38,16,9,13,47,46,57,"31,030"
"Christian Benteke\Christian-Benteke","BEL","FW",NA,"Crystal Palace",27,1990,16,9,813,1,1,0,0,1,0,"2018-19",29,8,0,8,139,243,7,17,116,197,16,29,16,118,1,2,0,0,8,2,0,0,18,9,10,1,4,0,0,0,0,4,8,5,0,5,7,2,12,38,14,7,17,51,53,49,"25,455"
"J¢hann Berg Gu–mundsson\Johann-Berg-Gudmundsson","ISL","MF","FW","Burnley",27,1990,29,19,1749,3,6,0,0,2,0,"2018-19",34,11,7,40,407,610,7,25,307,386,93,199,483,73,29,1,43,5,22,13,7,0,10,22,2,118,14,31,0,0,0,18,35,19,0,22,40,18,15,38,11,7,20,45,68,40,"20,534"
"Bernard\Bernard","BRA","FW","MF","Everton",25,1992,34,25,2128,1,3,0,0,5,0,"2018-19",24,5,0,40,633,867,7,44,524,643,102,180,239,594,3,1,4,6,45,30,8,0,17,27,2,51,32,27,0,0,0,45,89,48,3,48,89,41,8,38,15,9,14,54,46,54,"39,043"
"Bernardo\Bernardo","BRA","DF",NA,"Brighton",23,1995,22,19,1750,0,1,0,0,4,0,"2018-19",8,3,0,9,735,1014,15,44,603,730,117,240,656,64,13,0,0,209,54,9,3,0,18,24,2,32,39,33,0,0,0,15,19,16,0,66,84,18,17,38,9,9,20,35,60,36,"30,426"
"Ryan Bertrand\Ryan-Bertrand"," ENG","DF",NA,"Southampton",28,1989,24,24,2160,1,0,0,0,8,0,"2018-19",15,2,3,23,795,1094,10,44,666,791,119,259,694,80,23,1,30,211,68,29,13,0,27,22,0,93,19,30,0,0,0,7,21,11,2,36,57,21,16,38,9,12,17,45,65,39,"30,139"
"Marcus Bettinelli\Marcus-Bettinelli"," ENG","GK",NA,"Fulham",26,1992,7,7,630,0,0,0,0,1,0,"2018-19",0,0,0,0,154,237,0,0,65,65,89,172,5,195,22,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,7,5,26,34,81,26,"24,371"
"Philip Billing\Philip-Billing","DEN","MF",NA,"Huddersfield",22,1996,27,25,2191,2,0,0,0,7,0,"2018-19",43,9,3,17,912,1251,11,39,657,798,244,414,835,151,14,2,1,125,67,18,7,0,38,30,2,56,44,58,0,0,0,21,37,22,0,69,104,35,20,38,3,7,28,22,76,16,"23,203"
"Yves Bissouma\Yves-Bissouma","MLI","MF",NA,"Brighton",21,1996,28,17,1769,0,0,0,0,5,0,"2018-19",31,3,3,14,596,727,18,31,472,546,106,150,72,591,3,1,3,3,52,7,1,0,40,25,2,8,40,31,0,0,0,51,74,59,2,61,84,23,17,38,9,9,20,35,60,36,"30,426"
"Willy Boly\Willy-Boly","FRA","DF",NA,"Wolves",27,1991,36,36,3168,4,0,0,0,2,1,"2018-19",22,6,0,10,1392,1695,8,26,1064,1181,320,488,309,1200,30,3,0,6,122,7,0,0,29,14,3,0,45,68,0,0,0,17,22,17,0,80,112,32,7,38,16,9,13,47,46,57,"31,030"
"LÇo Bonatini\Leo-Bonatini","BRA","FW",NA,"Wolves",24,1994,7,0,129,0,1,0,0,0,0,"2018-19",9,1,0,2,41,55,0,3,34,42,7,10,8,42,0,0,0,0,5,3,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,2,6,4,7,38,16,9,13,47,46,57,"31,030"
"Gaâtan Bong\Gaetan-Bong","CMR","DF",NA,"Brighton",30,1988,22,19,1805,0,0,0,0,0,0,"2018-19",2,0,0,8,598,879,6,27,477,600,115,252,516,81,8,1,0,221,46,18,10,0,11,4,0,57,15,24,0,1,0,11,27,14,1,22,32,10,17,38,9,9,20,35,60,36,"30,426"
"Artur Boruc\Artur-Boruc","POL","GK",NA,"Bournemouth",38,1980,12,12,1080,0,0,0,0,2,0,"2018-19",0,0,0,0,225,350,0,0,89,90,136,260,38,242,43,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,38,13,6,19,56,70,45,"10,532"
"Robbie Brady\Robbie-Brady","IRL","MF","FW","Burnley",26,1992,16,6,716,0,1,0,0,3,1,"2018-19",12,2,2,13,162,287,6,19,125,168,31,100,214,48,16,2,20,7,15,11,6,0,12,4,0,53,8,8,0,0,0,8,13,9,0,12,20,8,15,38,11,7,20,45,68,40,"20,534"
"Miguel Britos\Miguel-Britos","URU","DF",NA,"Watford",33,1985,3,2,185,0,0,0,0,0,0,"2018-19",0,0,0,0,48,56,1,1,35,38,12,17,37,13,1,0,0,0,3,0,0,0,3,1,0,1,1,3,0,0,0,0,2,0,0,4,6,2,11,38,14,8,16,52,59,50,"20,016"
"David Brooks\David-Brooks"," WAL","MF","FW","Bournemouth",21,1997,30,29,2279,7,5,0,0,3,0,"2018-19",41,21,0,29,649,879,15,51,542,672,92,156,673,173,14,7,19,7,56,36,1,0,15,46,2,34,22,25,0,0,0,42,76,49,3,34,68,34,14,38,13,6,19,56,70,45,"10,532"
"Bruno\Bruno","ESP","DF",NA,"Brighton",37,1980,14,14,1136,0,1,0,0,2,0,"2018-19",2,0,0,6,506,634,4,14,374,413,128,207,17,478,7,0,1,114,34,5,0,0,4,9,3,17,19,10,0,0,0,7,11,8,0,27,31,4,17,38,9,9,20,35,60,36,"30,426"
"Joe Bryan\Joe-Bryan"," ENG","DF",NA,"Fulham",24,1993,28,27,2350,0,1,0,0,5,0,"2018-19",21,7,0,23,907,1291,6,42,745,901,156,348,808,165,26,0,16,217,79,24,14,0,25,28,2,117,39,30,0,0,0,18,27,19,0,65,93,28,19,38,7,5,26,34,81,26,"24,371"
"David Button\David-Button"," ENG","GK",NA,"Brighton",29,1989,4,4,360,0,0,0,0,0,0,"2018-19",0,0,0,0,48,108,0,0,11,11,37,97,7,74,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,9,9,20,35,60,36,"30,426"
"Willy Caballero\Willy-Caballero","ARG","GK",NA,"Chelsea",36,1981,2,2,180,0,0,0,0,0,0,"2018-19",0,0,0,0,51,63,0,0,28,28,23,35,4,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,21,9,8,63,39,72,"40,437"
"Gary Cahill\Gary-Cahill"," ENG","DF",NA,"Chelsea",32,1985,2,0,22,0,0,0,0,0,0,"2018-19",0,0,0,0,18,20,0,0,16,18,2,2,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,21,9,8,63,39,72,"40,437"
"Tom Cairney\Tom-Cairney"," SCO","MF","FW","Fulham",27,1991,31,24,2198,1,1,0,0,0,0,"2018-19",24,5,0,37,1257,1412,16,29,1015,1090,226,293,1236,144,15,4,4,0,109,31,2,0,11,40,0,27,30,10,0,0,0,44,61,50,3,38,46,8,19,38,7,5,26,34,81,26,"24,371"
"Dominic Calvert-Lewin\Dominic-Calvert-Lewin"," ENG","FW",NA,"Everton",21,1997,35,19,1774,6,2,0,0,3,0,"2018-19",55,17,0,10,283,441,14,30,232,347,37,64,52,275,0,4,0,1,22,7,1,0,34,32,6,6,8,7,1,0,0,25,46,27,1,13,20,7,8,38,15,9,14,54,46,54,"39,043"
"Rafael Camacho\Rafael-Camacho","POR","DF",NA,"Liverpool",18,2000,1,0,NA,0,0,0,0,0,0,"2018-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,38,30,7,1,89,22,97,"52,983"
"V°ctor Camarasa\Victor-Camarasa","ESP","MF",NA,"Cardiff City",24,1994,32,31,2579,5,4,0,0,6,0,"2018-19",39,10,5,47,702,1006,13,48,525,652,164,306,99,843,53,1,74,4,61,20,3,0,25,29,1,123,16,33,0,0,0,39,64,43,2,26,56,30,18,38,10,4,24,34,69,34,"31,408"
"êtienne Capoue\Etienne-Capoue","FRA","MF",NA,"Watford",30,1988,33,33,2946,1,3,0,0,14,1,"2018-19",17,3,5,9,1482,1778,23,38,1104,1262,355,478,283,1301,45,4,1,5,152,18,1,0,47,58,0,5,67,86,0,0,0,32,39,32,2,90,151,61,11,38,14,8,16,52,59,50,"20,016"
"Andy Carroll\Andy-Carroll"," ENG","FW",NA,"West Ham",29,1989,12,3,455,0,0,0,0,2,0,"2018-19",14,6,0,3,86,131,5,9,67,97,14,25,54,36,0,2,0,0,4,0,0,0,11,8,3,2,1,1,0,0,0,3,7,4,1,2,4,2,10,38,15,7,16,52,55,52,"58,336"
"Jonny Castro\Jonny-Castro","ESP","DF","MF","Wolves",24,1994,33,32,2779,1,1,0,0,6,0,"2018-19",26,7,0,25,1124,1394,16,59,1004,1151,104,184,338,693,6,0,0,270,38,22,5,0,23,34,5,46,41,64,1,0,0,26,44,27,1,74,119,45,7,38,16,9,13,47,46,57,"31,030"
"Craig Cathcart\Craig-Cathcart"," NIR","DF",NA,"Watford",29,1989,36,35,3098,3,0,0,0,2,0,"2018-19",16,6,0,1,1046,1278,13,24,685,761,348,493,352,757,18,1,0,4,61,3,1,0,18,8,1,3,30,36,0,0,2,3,3,3,1,52,71,19,11,38,14,8,16,52,59,50,"20,016"
"Ivan Cavaleiro\Ivan-Cavaleiro","POR","FW","MF","Wolves",24,1993,23,6,682,3,1,0,0,1,0,"2018-19",12,4,0,17,252,356,11,24,204,257,37,75,64,261,1,1,17,6,13,8,5,0,13,5,6,54,5,4,0,1,0,17,25,17,1,11,19,8,7,38,16,9,13,47,46,57,"31,030"
"Petr ?ech\Petr-Cech","CZE","GK",NA,"Arsenal",36,1982,7,7,585,0,0,0,0,0,0,"2018-19",0,0,0,0,168,242,0,0,86,90,82,152,165,31,16,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,38,21,7,10,73,51,70,"59,899"
"Nathaniel Chalobah\Nathaniel-Chalobah"," ENG","MF","FW","Watford",23,1994,9,3,266,0,0,0,0,2,0,"2018-19",2,1,0,0,93,121,2,5,71,85,20,31,17,90,1,0,0,0,10,1,0,0,5,3,0,1,2,5,0,0,0,1,3,1,0,5,10,5,11,38,14,8,16,52,59,50,"20,016"
"Calum Chambers\Calum-Chambers"," ENG","MF","DF","Fulham",23,1995,31,29,2586,2,0,0,0,9,0,"2018-19",35,12,0,15,1190,1518,16,36,921,1073,253,409,173,1212,24,1,0,4,123,15,0,0,35,4,0,14,42,70,0,0,0,25,39,28,2,52,88,36,19,38,7,5,26,34,81,26,"24,371"
"Ben Chilwell\Ben-Chilwell"," ENG","DF",NA,"Leicester City",21,1996,36,36,3240,0,4,0,0,4,0,"2018-19",20,10,0,40,1575,2239,13,67,1348,1677,214,495,1403,249,38,4,5,381,99,36,16,0,32,44,2,133,36,38,0,0,0,37,69,44,3,56,94,38,9,38,15,7,16,51,48,52,"31,851"
"Tahith Chong\Tahith-Chong","NED","FW",NA,"Manchester Utd",18,1999,2,0,36,0,0,0,0,0,0,"2018-19",2,1,0,0,13,15,0,1,10,11,3,3,15,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,38,19,9,10,65,54,66,"74,498"
"Hamza Choudhury\Hamza-Choudhury"," ENG","MF",NA,"Leicester City",20,1997,9,7,596,0,0,0,0,0,0,"2018-19",4,2,0,4,207,238,3,9,160,177,44,52,30,192,6,0,0,1,17,3,1,0,7,2,0,3,8,15,0,0,0,2,4,2,0,23,31,8,9,38,15,7,16,51,48,52,"31,851"
"Andreas Christensen\Andreas-Christensen","DEN","DF",NA,"Chelsea",22,1996,8,6,615,0,0,0,0,1,0,"2018-19",0,0,0,0,416,446,6,10,305,323,105,113,30,386,14,0,0,0,22,0,0,0,8,4,0,0,4,4,0,0,0,0,0,0,0,10,14,4,3,38,21,9,8,63,39,72,"40,437"
"Cyrus Christie\Cyrus-Christie","IRL","DF",NA,"Fulham",25,1992,28,19,1945,0,1,0,0,7,0,"2018-19",11,4,0,21,876,1194,6,34,743,880,127,280,83,792,8,2,0,229,34,12,2,0,29,13,2,91,23,29,0,1,0,30,55,31,1,44,72,28,19,38,7,5,26,34,81,26,"24,371"
"Ibrahima CissÇ\Ibrahima-Cisse","GUI","MF","FW","Fulham",24,1994,3,1,87,0,0,0,0,0,0,"2018-19",0,0,0,0,28,33,1,1,25,28,2,4,4,26,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,1,2,2,0,0,1,1,19,38,7,5,26,34,81,26,"24,371"
"Ciaran Clark\Ciaran-Clark","IRL","DF",NA,"Newcastle Utd",28,1989,11,9,858,3,0,0,0,1,0,"2018-19",7,3,0,3,225,302,1,7,170,201,54,94,210,34,3,0,0,2,15,3,0,0,6,6,0,3,10,12,0,0,0,0,0,0,0,15,20,5,13,38,12,9,17,42,48,45,"51,121"
"Tom Cleverley\Tom-Cleverley"," ENG","MF","FW","Watford",28,1989,13,4,470,1,0,0,0,2,0,"2018-19",3,1,1,0,175,229,3,13,137,166,35,50,22,185,8,0,2,0,15,4,0,0,8,4,1,4,14,4,0,0,0,1,2,1,0,18,36,18,11,38,14,8,16,52,59,50,"20,016"
"Nathaniel Clyne\Nathaniel-Clyne"," ENG","DF",NA,"Liverpool",27,1991,4,1,108,0,0,0,0,0,0,"2018-19",3,0,0,0,68,84,4,5,55,64,9,15,3,56,2,0,0,22,2,1,0,0,0,2,0,3,1,2,0,0,0,0,0,0,0,5,8,3,2,38,30,7,1,89,22,97,"52,983"
"Nathaniel Clyne\Nathaniel-Clyne"," ENG","DF",NA,"Bournemouth",27,1991,14,13,1145,0,1,0,0,2,0,"2018-19",2,0,0,5,454,588,6,29,389,453,59,106,24,425,5,2,0,113,21,5,1,0,9,3,0,18,13,17,0,0,0,6,9,6,0,29,42,13,14,38,13,6,19,56,70,45,"10,532"
"Conor Coady\Conor-Coady"," ENG","DF",NA,"Wolves",25,1993,38,38,3420,0,0,0,0,5,0,"2018-19",0,0,0,0,1412,1677,6,10,640,691,766,976,81,1507,36,4,0,4,119,5,0,0,11,11,0,0,16,31,0,0,3,1,2,2,0,31,47,16,7,38,16,9,13,47,46,57,"31,030"
"Joel Coleman\Joel-Coleman"," ENG","GK",NA,"Huddersfield",22,1995,1,1,90,0,0,0,0,0,0,"2018-19",0,0,0,0,12,37,0,1,2,2,10,34,1,33,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,3,7,28,22,76,16,"23,203"
"SÇamus Coleman\Seamus-Coleman","IRL","DF",NA,"Everton",29,1988,29,29,2560,2,2,0,0,1,0,"2018-19",13,5,0,22,1218,1583,7,44,1017,1192,194,347,154,1004,8,1,1,317,97,7,1,0,22,20,3,81,32,27,0,1,1,25,45,26,1,50,64,14,8,38,15,9,14,54,46,54,"39,043"
"Lewis Cook\Lewis-Cook"," ENG","MF",NA,"Bournemouth",21,1997,13,8,721,0,0,0,0,2,0,"2018-19",3,0,0,2,328,400,4,11,234,270,90,119,17,353,4,1,0,3,30,7,1,0,12,5,0,10,8,7,0,0,0,9,14,9,0,14,28,14,14,38,13,6,19,56,70,45,"10,532"
"Steve Cook\Steve-Cook"," ENG","DF",NA,"Bournemouth",27,1991,31,31,2787,1,1,0,0,3,0,"2018-19",22,8,0,12,1222,1573,4,20,723,841,495,712,67,1260,57,0,0,88,88,4,0,0,18,27,1,12,21,50,0,1,1,4,5,4,0,35,45,10,14,38,13,6,19,56,70,45,"10,532"
"Jack Cork\Jack-Cork"," ENG","MF",NA,"Burnley",29,1989,37,37,3313,1,2,0,0,6,0,"2018-19",15,2,0,17,1081,1349,25,47,835,978,221,324,127,1068,9,3,1,0,102,15,1,0,32,37,4,14,27,29,0,0,0,27,39,29,0,46,87,41,15,38,11,7,20,45,68,40,"20,534"
"HÇlder Costa\Helder-Costa","POR","FW","MF","Wolves",24,1994,25,16,1346,1,2,0,0,3,0,"2018-19",25,7,0,17,372,493,4,23,329,396,39,74,353,112,2,2,7,3,18,12,2,0,20,24,6,51,14,8,0,0,0,27,48,33,1,17,33,16,7,38,16,9,13,47,46,57,"31,030"
"Aaron Cresswell\Aaron-Cresswell"," ENG","DF",NA,"West Ham",28,1989,20,18,1590,0,1,0,0,1,0,"2018-19",11,0,2,16,835,1061,18,52,693,789,124,220,778,53,14,0,10,188,63,18,6,0,2,12,1,75,15,20,0,0,0,8,13,8,2,24,40,16,10,38,15,7,16,52,55,52,"58,336"
"Peter Crouch\Peter-Crouch"," ENG","FW",NA,"Burnley",37,1981,6,0,86,0,0,0,0,1,0,"2018-19",4,1,0,0,11,25,0,1,10,23,1,1,0,5,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,11,7,20,45,68,40,"20,534"
"Greg Cunningham\Greg-Cunningham","IRL","DF",NA,"Cardiff City",27,1991,7,7,630,0,0,0,0,3,0,"2018-19",1,1,0,5,167,229,4,6,128,160,35,63,130,34,5,0,0,36,19,5,4,0,8,13,0,7,7,14,0,0,0,1,1,1,0,13,24,11,18,38,10,4,24,34,69,34,"31,408"
"Diogo Dalot\Diogo-Dalot","POR","DF","MF","Manchester Utd",19,1999,16,12,1014,0,2,0,0,3,0,"2018-19",15,0,0,17,395,556,4,20,306,388,85,148,32,384,1,0,3,87,23,9,2,0,12,2,2,50,13,8,0,1,0,12,19,13,0,22,29,7,6,38,19,9,10,65,54,66,"74,498"
"Matty Daly\Matty-Daly"," ENG","MF",NA,"Huddersfield",17,2001,2,0,73,0,0,0,0,0,0,"2018-19",0,0,0,0,7,13,1,2,6,11,0,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,38,3,7,28,22,76,16,"23,203"
"Loãc Damour\Loic-Damour","FRA","MF",NA,"Cardiff City",27,1991,2,0,21,0,0,0,0,0,0,"2018-19",1,0,0,0,8,11,0,0,4,5,4,6,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,38,10,4,24,34,69,34,"31,408"
"Charlie Daniels\Charlie-Daniels"," ENG","DF",NA,"Bournemouth",31,1986,21,17,1583,1,0,0,0,4,0,"2018-19",13,3,0,11,785,1019,8,28,639,744,138,247,764,45,32,1,2,144,62,22,6,0,8,7,0,27,16,22,0,0,0,13,21,16,2,24,41,17,14,38,13,6,19,56,70,45,"10,532"
"Danilo\Danilo","BRA","DF",NA,"Manchester City",27,1991,11,9,806,1,0,0,0,1,0,"2018-19",14,3,0,5,767,871,3,17,617,665,147,189,90,654,8,1,0,96,69,9,1,0,10,8,0,12,9,16,0,0,0,6,10,6,0,21,31,10,1,38,32,2,4,95,23,98,"54,130"
"Scott Dann\Scott-Dann"," ENG","DF",NA,"Crystal Palace",31,1987,10,7,660,0,1,0,0,1,0,"2018-19",6,1,0,0,190,243,1,6,145,155,44,82,39,171,18,0,1,1,10,0,0,0,4,0,0,0,1,5,0,0,0,4,4,4,0,5,12,7,12,38,14,7,17,51,53,49,"25,455"
"Matteo Darmian\Matteo-Darmian","ITA","DF",NA,"Manchester Utd",28,1989,6,5,443,0,0,0,0,0,0,"2018-19",1,1,0,2,176,206,2,5,145,156,29,45,29,138,0,0,0,29,14,0,0,0,3,4,1,3,6,7,0,0,0,1,2,2,0,12,17,5,6,38,19,9,10,65,54,66,"74,498"
"Ben Davies\Ben-Davies"," WAL","DF",NA,"Tottenham",25,1993,27,20,1839,0,0,0,0,2,0,"2018-19",15,1,0,17,1071,1314,8,35,894,1008,169,271,917,120,11,0,7,185,82,21,7,0,18,14,0,44,24,23,0,0,0,4,12,5,0,44,68,24,4,38,23,2,13,67,39,71,"54,216"
"Tom Davies\Tom-Davies"," ENG","MF",NA,"Everton",20,1998,16,10,975,0,0,0,0,3,0,"2018-19",7,2,0,5,414,525,6,19,315,368,93,138,52,424,6,1,0,4,49,7,0,0,21,17,1,6,13,17,0,0,0,10,15,12,1,27,42,15,8,38,15,9,14,54,46,54,"39,043"
"Steven Davis\Steven-Davis"," NIR","MF",NA,"Southampton",33,1985,3,1,96,0,1,0,0,0,0,"2018-19",0,0,0,3,65,69,1,1,47,50,17,18,5,54,0,1,0,0,6,3,1,0,2,0,1,1,3,2,0,0,0,0,0,0,0,3,3,0,16,38,9,12,17,45,65,39,"30,139"
"Kevin De Bruyne\Kevin-De-Bruyne","BEL","MF",NA,"Manchester City",27,1991,19,11,974,2,2,0,0,2,0,"2018-19",31,11,3,33,625,819,11,33,456,539,158,247,105,691,17,10,50,7,66,39,4,0,10,15,1,91,16,3,0,0,0,17,25,20,0,20,37,17,1,38,32,2,4,95,23,98,"54,130"
"Troy Deeney\Troy-Deeney"," ENG","FW",NA,"Watford",30,1988,32,28,2547,9,5,1,1,4,1,"2018-19",61,28,0,40,522,836,16,48,448,653,58,135,35,518,0,4,1,6,61,39,2,0,42,36,13,16,19,8,0,0,0,6,18,10,0,28,52,24,11,38,14,8,16,52,59,50,"20,016"
"Jermain Defoe\Jermain-Defoe"," ENG","DF","FW","Bournemouth",35,1982,4,0,21,0,0,0,0,0,0,"2018-19",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,13,6,19,56,70,45,"10,532"
"Steven Defour\Steven-Defour","BEL","MF",NA,"Burnley",30,1988,6,6,452,0,0,0,0,0,0,"2018-19",0,0,0,2,198,250,2,8,141,158,55,84,30,214,7,1,0,0,17,4,0,0,1,2,0,4,4,7,0,0,0,1,2,1,0,8,14,6,15,38,11,7,20,45,68,40,"20,534"
"Fabian Delph\Fabian-Delph"," ENG","DF",NA,"Manchester City",28,1989,11,8,724,0,1,0,0,1,1,"2018-19",4,3,0,3,692,758,1,11,571,599,120,148,444,233,7,2,0,62,75,14,2,0,6,7,0,8,7,13,0,0,0,6,8,6,0,18,31,13,1,38,32,2,4,95,23,98,"54,130"
"Mousa DembÇlÇ\Mousa-Dembele","BEL","MF",NA,"Tottenham",31,1987,10,7,516,0,0,0,0,1,0,"2018-19",1,0,0,0,278,308,3,3,234,259,41,46,214,77,6,0,0,1,21,1,0,0,12,4,0,0,9,10,0,0,0,6,9,7,1,15,20,5,4,38,23,2,13,67,39,71,"54,216"
"Leander Dendoncker\Leander-Dendoncker","BEL","MF",NA,"Wolves",23,1995,19,17,1469,2,0,0,0,1,0,"2018-19",16,9,0,7,504,625,11,31,411,486,82,108,110,416,2,1,0,2,28,6,0,0,11,11,1,8,35,22,0,0,0,12,13,12,0,47,84,37,7,38,16,9,13,47,46,57,"31,030"
"Laurent Depoitre\Laurent-Depoitre","BEL","FW",NA,"Huddersfield",29,1988,23,10,1061,0,1,0,0,1,0,"2018-19",34,7,0,7,169,261,9,21,152,225,8,15,16,155,0,1,0,0,10,5,0,0,19,10,7,4,9,2,0,0,0,7,15,8,0,9,15,6,20,38,3,7,28,22,76,16,"23,203"
"Gerard Deulofeu\Gerard-Deulofeu","ESP","FW",NA,"Watford",24,1994,30,26,2081,10,5,0,0,3,0,"2018-19",62,23,6,30,580,795,13,52,483,598,84,145,72,693,13,7,9,6,40,38,4,0,14,13,34,61,8,15,0,0,0,44,71,46,1,10,30,20,11,38,14,8,16,52,59,50,"20,016"
"Fousseni DiabatÇ\Fousseni-Diabate","MLI","FW",NA,"Leicester City",22,1995,1,1,55,0,0,0,0,0,0,"2018-19",0,0,0,1,10,18,0,2,9,14,1,2,11,4,0,0,0,0,0,1,1,0,0,1,1,2,3,0,0,0,0,0,0,0,0,3,4,1,9,38,15,7,16,51,48,52,"31,851"
"Adama Diakhaby\Adama-Diakhaby","FRA","FW","MF","Huddersfield",22,1996,12,6,551,0,0,0,0,1,0,"2018-19",7,3,0,5,118,164,0,8,109,138,9,18,123,24,1,0,1,0,2,3,0,0,7,9,2,14,3,1,0,0,0,11,20,11,0,4,15,11,20,38,3,7,28,22,76,16,"23,203"
"Mohamed DiamÇ\Mohamed-Diame","SEN","MF",NA,"Newcastle Utd",31,1987,29,24,2166,0,0,0,0,3,0,"2018-19",21,3,0,1,571,741,10,27,438,521,123,193,110,562,1,1,0,1,44,7,0,0,36,20,0,12,48,30,0,0,0,23,40,27,1,72,120,48,13,38,12,9,17,42,48,45,"51,121"
